Common name,Token number
LY-2874455,0
IPI-493,0
MK-8245,0
Tiapride,0
Ornidazole,0
Tucaresol,0
Biapenem,0
MK-0873,0
2'-fluoro-5-ethylarabinosyluracil,0
Niobium,0
Enecadin,0
Urocortin-2,0
Foxy-5,0
AG-24322,0
Ramatroban,0
Namilumab,0
Trioleate,1
Aminaphthone,0
Gandotinib,0
Odalasvir,0
Fenoverine,0
Gossypol,0
Racotumomab,0
Tocladesine,0
Pentavalent,0
Antimony,1
PAC-1,0
Lobaplatin,0
Tirilazad,0
CH-5132799,0
Upamostat,0
CP-195543,0
ACT-451840,0
Oteseconazole,0
Irsogladine,0
Torapsel,0
Methanesulfonyl,0
Fluoride,1
PF-03814735,0
CEP-37440,0
MLN8054,0
ME-344,0
Parthenolide,0
Tramazoline,0
LY-2811376,0
Liarozole,0
Rotigaptide,0
N-methyl-L-isoleucine,2
-cyclosporin,4
Nimustine,0
Surinabant,0
Creatinolfosfate,0
GDC-0349,0
Tregalizumab,0
Macimorelin,0
Menaquinone,0
7,1
Yttrium,0
Y-90,1
Delpazolid,0
KOSN-1724,0
Roluperidone,0
Nefiracetam,0
Talarozole,0
Pyritinol,0
co-artemether,1
Acoziborole,0
Miridesap,0
AZD-0424,0
Enoxolone,0
Zidebactam,0
Tiropramide,0
Meclocycline,0
TAK-593,0
Pruvanserin,0
JTK-853,0
Gacyclidine,0
1alpha-Hydroxyvitamin,0
D5,1
CT-2584,0
Valnoctamide,0
Biguanide,0
4SC-202,0
AZD-8418,0
Camsirubicin,0
X-396,0
Resolvin,0
E1,1
Glycovir,0
QGC-001,0
Mephedrone,0
PKI-179,0
Antimony,0
Chromanol,0
Dolcanatide,0
JNJ-38877605,0
Amitriptylinoxide,0
Saroglitazar,0
Norflurane,0
Pentafluoropropane,0
Paquinimod,0
GSK-364735,0
Deferitazole,0
tetrahydropyrantriol,1
Trabodenoson,0
OTX-008,0
Troxerutin,0
Lusutrombopag,0
BMS-986115,0
Olokizumab,0
Sizofiran,0
Trimegestone,0
Serrapeptase,0
Artemisinin,0
Von,0
Willebrand,1
Fluorine,0
AGN-201904,0
Fluindione,0
PM-060184,0
Neladenoson,0
bialanate,1
Levosalbutamol,0
Bezlotoxumab,0
acefyllinate,1
glubionate,1
anhydrous,2
Methallenestril,0
Lenograstim,0
Nedaplatin,0
Fluciclovine,0
lipase,1
X,2
VII,2
Anti-inhibitor,0
coagulant,1
Levomenol,0
Parachlorophenol,0
Esculin,0
pranobex,1
sulfoacetate,2
Clobetasone,0
Alphaprodine,0
Nusinersen,0
Terpin,0
Olmutinib,0
Ripasudil,0
Zofenopril,0
Alclofenac,0
Omega-6,0
Plecanatide,0
1-oleate,1
Tunicamycin,0
Cerliponase,0
Rhein,0
Rheinanthrone,0
4-methylumbelliferyl,0
beta-D-glucoside,1
Troleandomycin,0
Gluconic,0
Methylbenactyzium,0
Daidzein,0
etifenin,2
cipionate,1
Ethacridine,0
Phosphocreatine,0
Vitex,0
agnus-castus,1
fruit,2
extract,3
Hedera,0
helix,1
leaf,2
Horse,0
Valerian,0
Kallidinogenase,0
Pepsin,0
Brinase,0
Lipegfilgrastim,0
Trenonacog,0
Piprozolin,0
Bamifylline,0
carbate,1
Teclozan,0
Bamethan,0
glutamate,1
Prednylidene,0
subnitrate,1
chlorite,1
Guanoxan,0
Phenolsulfonphthalein,0
Butaperazine,0
Sulfadicramide,0
Sulfobromophthalein,0
Oxolamine,0
Fentiazac,0
Mandelic,0
Medifoxamine,0
aspartate,1
Apronalide,0
Tilbroquinol,0
Fluocortin,0
Piperidione,0
Dibenzepin,0
Acetylleucine,0
Tribenoside,0
Flosequinan,0
Enibomal,0
Gestonorone,0
Suxibuzone,0
Alaproclate,0
Propanidid,0
Perboric,0
Stibophen,0
Clofoctol,0
Tuaminoheptane,0
Neltenexine,0
Cymarin,0
Begelomab,0
Bucladesine,0
Tiazofurine,0
Aminomethylbenzoic,0
Thiram,0
Quinupramine,0
Pramiracetam,0
Phthalylsulfathiazole,0
silicate,1
Methylmethionine,0
Octopamine,0
Tropatepine,0
Proxibarbal,0
Prifinium,0
Propatyl,0
Clothiapine,0
Etofamide,0
Lysozyme,0
Sitafloxacin,0
Aceclidine,0
Quassia,0
Penimepicycline,0
Hexobendine,0
Cefatrizine,0
Ritiometan,0
Acetarsol,0
Dichlorobenzyl,0
Dibekacin,0
Wood,0
creosote,1
Meladrazine,0
Sultopride,0
Micronomicin,0
Clorindione,0
Idanpramine,0
Benziodarone,0
Bucetin,0
Carbocromen,0
acetoacetate,1
Bromelains,0
Benzododecinium,0
Sulfaisodimidine,0
Meticrane,0
Etilamfetamine,0
Bumadizone,0
Miocamycin,0
Tromantadine,0
Rimazolium,0
Olaflur,0
Cloridarol,0
Pimethixene,0
Ipecac,0
Azidamfenicol,0
Propamidine,0
Idrocilamide,0
Alsactide,0
Sulglicotide,0
Epicillin,0
Hachimycin,0
Febarbamate,0
Triaziquone,0
Tolpropamine,0
Chlorquinaldol,0
Proscillaridin,0
Oxametacin,0
Benproperine,0
Ormeloxifene,0
Trepibutone,0
Delapril,0
Melevodopa,0
Alminoprofen,0
Sobrerol,0
Ibopamine,0
Flunoxaprofen,0
Demecolcine,0
Propenidazole,0
Sulfaperin,0
Methiodal,0
Hydrotalcite,0
Trichloroethylene,0
Tetrazepam,0
Nifurzide,0
Euflavine,0
Picotamide,0
Butanilicaine,0
Guaiazulen,0
Amezinium,0
metilsulfate,1
Pyrithyldione,0
Dibutylsuccinate,0
Efloxate,0
Mannosulfan,0
Pinazepam,0
Dimethylphthalate,0
Pheneticillin,0
Flurithromycin,0
Etoglucid,0
Suloctidil,0
Fenozolone,0
Cinepazet,0
Tioxolone,0
amidochloride,1
Dihydroergocristine,0
Bufexamac,0
Diphenadione,0
Tiadenol,0
Talastine,0
Azanidazole,0
Piperidolate,0
Deanol,0
Viminol,0
Phenprobamate,0
Visnadine,0
Mesulfen,0
Styramate,0
Cibenzoline,0
Tolciclate,0
Trimethyldiphenylpropylamine,0
Pheneturide,0
Oxaceprol,0
Feprazone,0
Hydrochloric,0
Cloricromen,0
Motretinide,0
Benzilone,0
Bromisoval,0
Difenpiramide,0
alginate,1
Acriflavine,0
Vincamine,0
Edrecolomab,0
Succinimide,0
Vinbarbital,0
Norfenefrine,0
Chiniofon,0
Difemerine,0
feredetate,1
Chlorproethazine,0
Diiodohydroxypropane,0
Melitracen,0
Dihydroergocryptine,0
Epimestrol,0
Hematin,0
Phenylmercuric,0
Iopydol,0
Levoverbenone,0
Merbromin,0
Emetine,0
Adrenalone,0
Eprozinol,0
Neocitrullamon,0
Prenoxdiazine,0
Oxyfedrine,0
Terguride,0
Linsidomine,0
Metildigoxin,0
Acetylglycinamide,0
chloral,1
Oxypertine,0
Edetate,0
Mefruside,0
Carbutamide,0
Nifenazone,0
Methylpropylpropanediol,0
Rokitamycin,0
Guanoxabenz,0
Lofepramine,0
Pirisudanol,0
Phenglutarimide,0
Fenyramidol,0
Pentetrazol,0
Sulbutiamine,0
Morinamide,0
Moxestrol,0
Troxipide,0
Thiazinam,0
Edoxudine,0
Nicofuranose,0
Clofenotane,0
Flutrimazole,0
Gold,0
Au-198,1
Iobenzamic,0
Tolonidine,0
Mebutizide,0
Proglumide,0
Lonazolac,0
Simfibrate,0
Fenticonazole,0
Endralazine,0
Droxypropine,0
Medazepam,0
Prolintane,0
Fenpiprane,0
Niceritrol,0
Citiolone,0
Esatenolol,0
Ioxitalamic,0
Nepinalone,0
Guar,0
Prethcamide,0
Mazaticol,0
Proxyphylline,0
Tioclomarol,0
Cadralazine,0
Nicomorphine,0
Phenibut,0
Midecamycin,0
Oxaflozane,0
Thebacon,0
Pecilocin,0
Ronifibrate,0
Cefcapene,0
Bephenium,0
Oxetorone,0
Ornipressin,0
Ciclobendazole,0
Deptropine,0
Lanatoside,0
Etybenzatropine,0
Phanquinone,0
Cefodizime,0
Nalfurafine,0
Cyclofenil,0
pentasulfide,1
Tipepidine,0
Furazidin,0
Diisopromine,0
apolate,1
Meptazinol,0
Histapyrrodine,0
Lentinan,0
Tenidap,0
Dimefline,0
Etamsylate,0
Quinbolone,0
Sulfametomidine,0
131I,2
norcholesterol,4
Bencyclane,0
Bamipine,0
Hidrosmin,0
Fluperolone,0
Policresulen,0
Cyclobutyrol,0
Dimetofrine,0
Paraoxon,0
Iprindole,0
Valethamate,0
Cefsulodin,0
Otilonium,0
Bendazac,0
Budipine,0
Tyrothricin,0
Cefetamet,0
Emepronium,0
Carfecillin,0
Poldine,0
Cloranolol,0
Aloxiprin,0
Buflomedil,0
Clebopride,0
Clefamide,0
Tribromometacresol,0
Pranoprofen,0
Levomethadone,0
Clodantoin,0
Angiotensinamide,0
Alginic,0
Cerium,0
oxalate,1
Metergoline,0
Alipogene,0
tiparvovec,1
Mebicar,0
Veralipride,0
Propyphenazone,0
Althea,0
root,1
Pentaerithrityl,0
Proglumetacin,0
Chlormadinone,0
Dobesilic,0
Mepindolol,0
Nicofetamide,0
Cyclopenthiazide,0
Methylestrenolone,0
Gedocarnil,0
Nebacumab,0
Broxyquinoline,0
Gitoformate,0
Guacetisal,0
Iodoxamic,0
Isepamicin,0
Iprazochrome,0
Bevonium,0
Mitobronitol,0
Ethenzamide,0
Isobromindione,0
Nizofenone,0
Sulfatolamide,0
Dibrompropamidine,0
4-dimethylaminophenol,0
Bifemelane,0
Cinchophen,0
Trifluperidol,0
Carumonam,0
Moperone,0
Prajmaline,0
Sulfamazone,0
Thiopropazate,0
Morclofone,0
Rimiterol,0
Dextranomer,0
Clobenzorex,0
Norgestrienone,0
Zipeprol,0
Benzoxonium,0
Sequifenadine,0
Desaspidin,0
Diodone,0
Pentamycin,0
Emylcamate,0
Acefylline,0
Heptaminol,0
Bietaserpine,0
Allobarbital,0
Metabutethamine,0
Mepixanox,0
Succinylsulfathiazole,0
Rociverine,0
59Fe,2
citrate,4
Mephenesin,0
Aminoethyl,0
Metandienone,0
Mesterolone,0
Naftidrofuryl,0
pangamate,1
Metopimazine,0
Etamiphylline,0
Zolimidine,0
Almasilate,0
Oxycinchophen,0
Moroxydine,0
ether,1
Difetarsone,0
Deltamethrin,0
Oxiracetam,0
Promegestone,0
Pyrrolnitrin,0
Guanazodine,0
Phenoperidine,0
Phenazocine,0
Picloxydine,0
Tiocarlide,0
Umifenovir,0
Flumedroxone,0
Chlormidazole,0
Carbaspirin,0
calcium,1
Ticlatone,0
Metizoline,0
Mifamurtide,0
Melagatran,0
Clorexolone,0
Ipriflavone,0
Bornaprine,0
Tetragalacturonic,0
hydroxymethylester,2
75Se,2
Fabomotizole,0
Methoxyphenamine,0
Carbuterol,0
Oxolinic,0
hydroxybenzoate,1
Mofebutazone,0
Bibenzonium,0
Methoserpidine,0
Protiofate,0
Mepartricin,0
Pentifylline,0
Tiracizine,0
Etanautine,0
Tenitramine,0
Cefbuperazone,0
tartrate,1
Acetoxolone,0
Metisazone,0
Pridinol,0
Loprazolam,0
Methylthiouracil,0
Ethacizine,0
Saruplase,0
Semustine,0
Alcuronium,0
Proquazone,0
Aloglutamol,0
Lorajmine,0
Bunaftine,0
Lorcainide,0
Montmorillonite,0
Nikethamide,0
Eberconazole,0
Benorilate,0
raffimer,1
Tenonitrozole,0
Propicillin,0
Niridazole,0
Hexapropymate,0
Clofenamide,0
Formocortal,0
Fluanisone,0
Tiemonium,0
Cefozopran,0
Ipidacrine,0
Morpholine,0
Oxantel,0
Sulbentine,0
Dimethylaminopropionylphenothiazine,0
Bekanamycin,0
Cridanimod,0
Metahexamide,0
Mosapramine,0
Carboquone,0
Dihexyverine,0
Naftazone,0
Butalamine,0
Cefpirome,0
Quinisocaine,0
Omoconazole,0
Quingestanol,0
Clometocillin,0
Niaprazine,0
Drisapersen,0
Tacalcitol,0
Vinyl,0
Acetyldigoxin,0
Tretoquinol,0
Sulbenicillin,0
Distigmine,0
Penthienate,0
Bromochlorosalicylanilide,0
Ambazone,0
Sulfathiourea,0
Ioglicic,0
Tibezonium,0
Gepefrine,0
Pristinamycin,0
Decamethoxine,0
Eosin,0
Fenquizone,0
Ciclonicate,0
Metenolone,0
Tritoqualine,0
Dixanthogen,0
Quifenadine,0
Xibornol,0
Dilazep,0
Dibutylphthalate,0
Phenothrin,0
Hydroquinine,0
Trolnitrate,0
Diphemanil,0
Cypermethrin,0
Pirprofen,0
Meldonium,0
Nifuratel,0
Terodiline,0
Sulfaguanidine,0
Azapetine,0
Halometasone,0
Camostat,0
Nifurtoinol,0
Butamirate,0
antimoniate,1
Methylpentynol,0
Biphenylol,0
guaiacolsulfonate,1
Fenoxazoline,0
Cyclobarbital,0
Camylofin,0
Penamecillin,0
Bemegride,0
Ioglycamic,0
Elcatonin,0
aurotiosulfate,1
Piromidic,0
Fazadinium,0
Bioallethrin,0
Tidiacic,0
arginine,1
Obidoxime,0
Glycyrrhizic,0
Tetramethrin,0
Cetiedil,0
Mephenoxalone,0
Iocarmic,0
Peruvoside,0
Epanolol,0
Meclofenoxate,0
Fenpiverinium,0
Niperotidine,0
Tilactase,0
Dexrabeprazole,0
Aurotioprol,0
Monoxerutin,0
Lidoflazine,0
Vorozole,0
Domiodol,0
Emetonium,0
Vinylbital,0
Rufloxacin,0
Sulfamethoxypyridazine,0
Myristalkonium,0
Tertatolol,0
Ibacitabine,0
Prenalterol,0
Cefazedone,0
Guanoclor,0
clofibrate,1
Xamoterol,0
Acemetacin,0
Dixyrazine,0
Dropropizine,0
orotate,1
Tilidine,0
Chlorbenzoxamine,0
acetotartrate,1
Fipexide,0
Penfluridol,0
Clopamide,0
Vinburnine,0
Dimethoxanate,0
Brodimoprim,0
Dibunate,0
Iodocholesterol,0
Demoxytocin,0
Ethadione,0
levulinate,1
Muzolimine,0
Epomediol,0
Xipamide,0
Benzylthiouracil,0
Reposal,0
Linopirdine,0
Tisopurine,0
Mebhydrolin,0
poliglumex,1
Dimemorfan,0
Oblimersen,0
Bufylline,0
Iodoform,0
Talampicillin,0
Xenysalate,0
Aspoxicillin,0
Carbromal,0
Bibrocathol,0
Proxazole,0
Oxomemazine,0
Ceftezole,0
Meprotixol,0
Pipemidic,0
Enprostil,0
Fedrilate,0
Etohexadiol,0
Indanazoline,0
Cyfluthrin,0
usnate,1
permanganate,1
Ranimustine,0
Methylatropine,0
borate,1
Caroverine,0
Metampicillin,0
Doxefazepam,0
Noxytiolin,0
Dipyrocetyl,0
Hydroxyethylpromethazine,0
Clopenthixol,0
Etofylline,0
Cloprednol,0
Pipenzolate,0
Etafenone,0
Pyrrobutamine,0
Rhenium,0
Re-186,1
sulfide,2
Fluorodopa,0
Clofibride,0
Timepidium,0
Artemotil,0
Mefenorex,0
Anethole,0
trithione,1
Gamolenic,0
Nifuroxazide,0
Demegestone,0
Dimazole,0
Iopentol,0
Fosfructose,0
crosfumaril,1
Dehydroemetine,0
Etynodiol,0
2-Methoxy-6-,0
4-methylphenyl,8
phenol,14
Lormetazepam,0
Fenofibric,0
Enasidenib,0
Harmaline,0
Brofaromine,0
Iniparib,0
Pibrentasvir,0
Glecaprevir,0
Tisagenlecleucel,0
Coral,0
snake,1
micrurus,3
fulvius,4
immune,6
globulin,7
antivenin,8
equine,10
Albutrepenonacog,0
subsulfate,1
cytomegalovirus,1
polysaccharide,1
group,3
W-135,4
Y,4
Crotalus,0
scutulatus,1
antivenin,2
atrox,1
adamanteus,1
Agkistrodon,0
piscivorus,1
Rhus,0
Glabra,1
Pollen,2
Talimogene,0
laherparepvec,1
Equine,0
Botulinum,1
Neurotoxin,2
Immune,4
FAB2,5
G,3
F,3
Cat,0
dander,1
Scorpion,0
centruroides,2
immune,4
Fab2,5
antivenin,6
equine,8
Aloe,0
vera,1
graminearum,1
Amylmetacresol,0
subgallate,1
Valproate,0
bismuth,1
Phloxine,0
Coumermycin,0
Belladonna,0
Volixibat,0
Axicabtagene,0
ciloleucel,1
Toyocamycin,0
Deoxyepinephrine,0
Diclofop-methyl,0
Valopicitabine,0
2'-C-methylcytidine,0
Emicizumab,0
Dotatate,0
gallium,1
Ga-68,2
Cenegermin,0
Emrusolmin,0
Semaglutide,0
Relcovaptan,0
Ulixertinib,0
Netarsudil,0
Voretigene,0
neparvovec,1
Nonacog,0
Ligandrol,0
AC-262536,0
JNJ-28330835,0
LGD-3303,0
S-40503,0
RAD-140,0
"2,5-Dimethoxy-4-ethylthioamphetamine",0
Piperaquine,0
cypionate,1
enanthate,1
undecanoate,1
enantate,1
benzilic,2
hydrazone,4
2-hydroxybenzyl,2
"-2,5-dimethoxy-4-cyanophenylethylamine",4
WIN,0
55212-2,1
dienanthate,1
valerate,1
J147,0
Medium-chain,0
triglycerides,1
Bronopol,0
Fish,0
saccharate,1
"1,2-dichlorobenzene",0
Sarracenia,0
Purpurea,1
myristate,1
Patent,0
Plasma,0
fraction,2
Quaternium-24,0
Dioctyldimonium,0
Vanadium,0
Racemethionine,0
Remestemcel-L,0
Passiflora,0
incarnata,1
cohosh,1
Sulesomab,0
Selisistat,0
Besilesomab,0
Cu-64,1
Lutetium,0
Lu-177,1
"5,7,2′-trihydroxy-6,8-dimethoxyflavone",0
Cyclopropane,0
Lu,1
177,2
dotatate,3
SB-269970,0
Epitizide,0
Dipropyl-4-hydroxytryptamine,0
Pipequaline,0
Azintamide,0
MRK-409,0
AZD-7325,0
Baloxavir,0
marboxil,1
Lonoctocog,0
Moroctocog,0
Tetraglyme,0
alpha-Tocopherol,0
D-alpha-Tocopherol,0
Tildrakizumab,0
410,1
Pentetic,0
Hispidulin,0
Cannabis,1
5-methoxy-N,0
N-dimethyltryptamine,2
Nabiximols,0
Burosumab,0
SR-9009,0
SR-9011,0
bisulfite,1
Ox,0
bile,1
H3B-8800,0
Bromotheophylline,0
Fosnetupitant,0
Clinafloxacin,0
Thiosalicylic,0
Taspoglutide,0
Nordazepam,0
Furafylline,0
PZM21,0
Tretamine,0
sulfisoxazole,1
Darglitazone,0
Englitazone,0
Madecassic,0
beta-Sitosterol,0
Erenumab,0
Eptinezumab,0
Fremanezumab,0
Galcanezumab,0
Palmidrol,0
Hopantenic,0
Dichlorobenzene,0
cyclosilicate,2
Nitrate,0
Cannabidivarin,0
Malacidin,0
Asiatic,0
-Warfarin,3
Nigericin,0
Valinomycin,0
Basifungin,0
SC-236,0
NS-398,0
Hycanthone,0
Concanamycin,0
Dexverapamil,0
Emopamil,0
Lomerizine,0
Tetrandrine,0
Dofequidar,0
Dexniguldipine,0
ONT-093,0
HM-30181,0
Desmethylsertraline,0
Reversin,0
121,1
Gondoic,0
Icaridin,0
Imidurea,0
Interleukin-1,0
Medronic,0
Hydroxybutyloxide,0
Asiaticoside,0
Betiatide,0
diglycidyl,2
Butylparaben,0
Cadmium,0
Cianidanol,0
Morrhuic,0
Osbond,0
Dimercaptosuccinic,0
Carbomer,0
homopolymer,1
8-epi-Cyanocobalamin,0
"1,2,6,7-3H",1
Testosterone,3
Tocopherylquinone,0
"1,2-icosapentoyl-sn-glycero-3-phosphoserine",0
13-cis-12-,0
3'-Carboxyphenyl,2
retinoic,4
Cobalamin,0
"1,2-Distearoyllecithin",0
collagen,1
isoflavones,1
Triethylhexanoin,0
Linoleic,0
"1,2-Dipalmitoyl-sn-glycero-3-phospho-",1
1'-rac-glycerol,3
Tetrakis,0
2-methoxyisobutylisocyanide,2
copper,4
tetrafluoroborate,8
7-Aminodesacetoxycephalosporanic,0
"1,2-Hexanediol",0
alpha-Arbutin,0
Butylene,0
Ceramide,0
NP,1
vaccinia,1
immune,3
globulin,4
widow,1
spider,2
antivenin,3
equine,5
Viper,0
antivenom,1
botulinum,1
neurotoxin,2
A/B,3
globulin,5
Silodrate,0
Silica,0
silylate,2
Phytosphingosine,0
resorcinol,1
Parasorbic,0
Dihydroxymethoxychalcone,0
Menthol,0
Benazeprilat,0
Sacubitrilat,0
Nadide,0
Macelignan,0
2-ethylbutyrate,2
Basic,0
Fibroblast,1
Growth,2
Factor,3
8-chlorotheophylline,0
Octyldodecanol,0
Hypochlorous,0
1-propylene,4
glycol,5
carbonate,6
tetrapeptide-7,1
Silicic,0
ethylcellulose,1
Dipropylene,0
p-Phenylenediamine,0
PEG-12,1
retinamide,2
Distearyldimonium,0
p-Aminophenol,0
Nepidermin,0
Loxicodegol,0
albumin,1
microspheres,2
SE,2
Chloric,0
Phosphorus,0
Ginsenosides,0
60,1
Chitosan,0
low,1
molecular,2
weight,3
20-200,5
mpa.s,6
camphor,1
lecithin,2
Microcrystalline,0
Oxidronic,0
Lecithin,0
soybean,2
bluefin,1
tuna,2
Culex,0
pipiens,1
top,2
Sarocladium,0
bark,2
glaucum,1
Evernia,0
prunastri,1
Diazolidinylurea,0
Dipentamethylenethiuram,0
alpha-Amyl,0
cinnamaldehyde,1
Benzylparaben,0
Propylparaben,0
Tetramethylthiuram,0
monosulfide,1
Nickel,0
alcohols,1
Dichromate,0
Geraniol,0
Cinnamaldehyde,0
lauroxil,1
Cinnamyl,0
Hydroxycitronellal,0
Isoeugenol,0
Ethylenediamine,0
p-tert-Butylphenol-formaldehyde,0
low,3
molecular,4
weight,5
Diphenylguanidine,0
"N'-diphenyl-1,4-phenylenediamine",2
zinc,1
dibutyldithiocarbamate,1
Isopropylamino,2
diphenylamine,4
"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",0
Methylchloroisothiazolinone,0
Quaternium-15,0
Bromothalonil,0
Thiohexam,0
"2,2'-Dibenzothiazyl",0
Morpholinylmercaptobenzothiazole,0
Disperse,0
106,2
Cobaltous,0
Fosinoprilat,0
Ramiprilat,0
Trandolaprilat,0
Moexiprilat,0
Fanolesomab,0
Methylparaben,0
Perindoprilat,0
lactone,2
Quinaprilat,0
Monomethyl,0
17-monopropionate,1
Bifidobacterium,0
longum,1
infantis,2
reuteri,1
Enterococcus,0
faecium,1
helveticus,1
Threonic,0
Lowbush,0
blueberry,1
Aggregated,1
Quinoline,0
Yellow,1
WS,2
Deacetylbisacodyl,0
phospholipids,1
stomach,2
Bilberry,0
polysaccharides,3
Echinacea,0
purpurea,1
Caviar,0
Honey,0
placenta,2
Garden,0
snail,1
mucin,2
Snail,0
Marine,0
soluble,3
Moschus,0
berezovskii,1
musk,2
sac,3
resin,4
gallstone,2
Pearl,0
hyriopsis,2
cumingii,3
Royal,0
jelly,1
Ostrea,0
edulis,1
shell,2
Jojoba,0
Angelica,0
dahurica,1
Centella,0
asiatica,1
ferox,1
Elm,0
Eucommia,0
ulmoides,1
Stypocaulon,0
scoparium,1
Panax,0
ginseng,1
Bird,0
Calendula,0
tricuspidata,1
Momordica,0
charantia,1
Tribulus,0
terrestris,1
Swertia,0
flowering,3
Nardostachys,0
chinensis,1
Simmondsia,0
seed,2
bark,3
Rosemary,0
Ocimum,0
tenuiflorum,1
Indian,0
frankincense,1
Turmeric,0
Tripterygium,0
wilfordii,1
Carthamus,0
tinctorius,1
bud,3
Corydalis,0
ambigua,1
tuber,2
Lonicera,0
caprifolium,1
Lagerstroemia,0
Phellinus,0
linteus,1
mycelium,2
archangelica,1
Trametes,0
versicolor,1
fruiting,2
body,3
Kaempferia,0
galanga,1
sibirica,1
wood,2
Rehmannia,0
glutinosa,1
Wormwood,0
Acorus,0
calamus,1
Eutrema,0
japonicum,1
Styphnolobium,0
Reynoutria,0
multiflora,1
quinquefolius,1
Arnica,0
montana,1
Gambir,0
Mucuna,0
pruriens,1
Erythroxylum,0
catuaba,1
Epimedium,0
grandiflorum,1
Turnera,0
diffusa,1
Eleuthero,0
notoginseng,1
tea,1
Camellia,0
Meadowfoam,0
Argan,0
Shea,0
Glycyrrhiza,0
Lawsonia,0
Indigofera,0
tinctoria,1
peel,1
Pomegranate,0
glycereth-8,3
esters,4
Magnolia,0
kobus,1
Bambusa,0
kernel,1
Schisandra,0
Amber,0
Purslane,0
Chamaemelum,0
nobile,1
Heterotheca,0
inuloides,1
Inonotus,0
obliquus,1
Nelumbo,0
nucifera,1
coconut,1
Bergamot,0
Salvia,0
miltiorrhiza,1
lancea,1
Scutellaria,0
lateriflora,1
Prunus,0
armeniaca,1
Chamaecyparis,0
obtusa,1
confusa,1
Forsythia,0
suspensa,1
Mentha,0
arvensis,1
Platycodon,0
grandiflorus,1
junos,1
Equisetum,0
arvense,1
Inula,0
helenium,1
Usnea,0
barbata,1
Azadirachta,0
Zanthoxylum,0
clava-herculis,1
volatile,3
oil,4
Chamomile,0
Tremella,0
fuciformis,1
Saw,0
palmetto,1
Moringa,0
oleifera,1
Rosa,0
centifolia,1
baicalensis,1
Garcinia,0
gummi-gutta,1
Ilex,0
paraguariensis,1
Chondrus,0
annuum,1
Typhonium,0
giganteum,1
Phellodendron,0
amurense,1
Mangostin,0
alternifolia,1
acutissima,1
Pumice,0
Milk,0
thistle,1
Chicory,0
Palm,0
formaldehyde,11
formaldehyde,7
B/Texas/6/2011,3
MDCK,11
cell,12
derived,13
",",14
propiolactone,15
inactivated,16
MDCK,7
cell,8
derived,9
propiolactone,8
B/Brisbane/9/2014,3
hemagglutinin,9
propiolactone,12
adenovirus,1
e,2
serotype,3
strain,5
cl-68578,6
b,2
7,4
A/Hong,3
Kong/4801/2014,4
X-263B,5
UV,11
formaldehyde,13
UV,7
formaldehyde,9
inactivated,10
recombinant,8
A/Michigan/45/2015,3
X-275,4
A/Slovenia/2903/2015,3
A/New,3
caledonia/71/2014,4
live,8
attenuated,10
antigen,12
oligosaccharide,5
crm197,7
A/Singapore/gp1908/2015,3
IVR-180,4
A/Singapore/gp2050/2015,3
B/Hong,3
Kong/259/2010,4
MDCK,8
cell,9
derived,10
UV,12
formaldehyde,14
A/Singapore/GP1908/2015,3
IVR-180A,4
B/Brisbane/46/2015,3
BVR-1B,4
Vibrio,0
cholerae,1
CVD,2
103-HgR,3
Dakota/6/2007,4
A/Perth/16/2009,3
A/Singapore/GP2050/2015,3
2-Ethylhexyl,0
4-phenylbenzophenone-2'-carboxylate,1
Insulin-like,0
II,3
Beroctocog,0
Sorbitan,0
L-Lactic,0
DL-alpha-Tocopherol,0
DL-alpha,0
tocopheryl,1
acetate,2
K30,1
amide,1
dihydrate,2
ascorbate,1
Niacinamide,0
triiodide,1
carbonate,3
chloride,4
hydroxide,5
glycine,1
dibasic,3
unspecified,5
form,6
Acetate,0
Tetraferric,0
tricitrate,1
decahydrate,2
Hydroxide,0
Phosphate,0
Chromous,0
Carbonate,0
1+,3
In-111,2
Chromate,0
aceponate,1
probutate,1
Sulfate,0
Chloride,0
unspecified,3
form,4
P-32,1
Borate,0
Ursadiol,0
Peracetic,0
Ethylhexylglycerin,0
A/Singapore/INFIMH-16-0019/2016,3
NIB-104,4
B/Maryland/15/2016,3
BX-69A,4
IVR-186,4
Andexanet,0
Kale,0
Sophora,0
flavescens,1
Lavender,0
Brown,0
oxide,2
Ivosidenib,0
P-32,2
Tl-201,2
3+,3
Lecanemab,0
CPI-1205,0
Patisiran,0
Segesterone,0
bioflavonoids,1
stem,2
Caprylyl,0
Anemarrhena,0
asphodeloides,1
Lanadelumab,0
disodium,2
anhydrous,3
copper,1
disodium,1
syrup,2
Serum,0
horse,2
propiolactone,9
tribasic,2
dodecahydrate,3
Pseudosaccharin,0
Trifluoroethyl,0
tebutate,1
undecylenate,1
tripropionate,1
Lypressin,0
trichloride,1
simvastatin,1
Menadiol,0
carbamate,1
Bornyl,0
Oleoyl,0
Lauroyl,0
Temsavir,0
Fagrocorat,0
Norethindrone,0
Dextrorphan,0
polycarbophil,1
Adenovirus,0
7,2
Willow,0
bark,1
oxyhydroxide,1
B/Colorado/06/2017,3
Damoctocog,0
8-hydroxy-alpha-,1
2-propynylamino,3
-5-quinolinepropanoate,5
metavanadate,1
metasulfobenzoate,1
Ribitol,0
AP,1
NG,1
Cemiplimab,0
Tosylchloramide,0
